order_details_id,order_id,order_date,order_time,item_id
116,47,1/1/23,6:26:34 PM,132.0
117,48,1/1/23,6:26:42 PM,104.0
118,48,1/1/23,6:26:42 PM,126.0
119,48,1/1/23,6:26:42 PM,119.0
120,48,1/1/23,6:26:42 PM,122.0
121,49,1/1/23,6:33:00 PM,120.0
122,50,1/1/23,6:41:01 PM,0.0
123,51,1/1/23,6:48:28 PM,101.0
124,51,1/1/23,6:48:28 PM,112.0
125,52,1/1/23,6:53:02 PM,109.0
126,52,1/1/23,6:53:02 PM,129.0
127,52,1/1/23,6:53:02 PM,122.0
128,53,1/1/23,6:54:17 PM,112.0
129,53,1/1/23,6:54:17 PM,123.0
130,54,1/1/23,7:01:45 PM,119.0
131,54,1/1/23,7:01:45 PM,106.0
132,55,1/1/23,7:03:19 PM,118.0
133,55,1/1/23,7:03:19 PM,122.0
134,56,1/1/23,7:07:00 PM,108.0
135,56,1/1/23,7:07:00 PM,128.0
136,56,1/1/23,7:07:00 PM,105.0
137,57,1/1/23,7:10:51 PM,108.0
138,58,1/1/23,7:30:40 PM,124.0
139,58,1/1/23,7:30:40 PM,113.0
140,59,1/1/23,7:40:08 PM,127.0
141,59,1/1/23,7:40:08 PM,112.0
142,59,1/1/23,7:40:08 PM,113.0
143,60,1/1/23,8:05:16 PM,104.0
144,60,1/1/23,8:05:16 PM,125.0
145,61,1/1/23,8:08:43 PM,101.0
146,61,1/1/23,8:08:43 PM,117.0
147,62,1/1/23,8:50:16 PM,101.0
148,62,1/1/23,8:50:16 PM,123.0
149,63,1/1/23,8:51:42 PM,112.0
150,64,1/1/23,8:52:08 PM,107.0
151,65,1/1/23,9:16:00 PM,112.0
152,65,1/1/23,9:16:00 PM,120.0
153,65,1/1/23,9:16:00 PM,122.0
154,65,1/1/23,9:16:00 PM,123.0
155,66,1/1/23,9:47:55 PM,108.0
156,66,1/1/23,9:47:55 PM,110.0
157,67,1/1/23,10:03:40 PM,105.0
158,68,1/1/23,10:07:32 PM,108.0
159,68,1/1/23,10:07:32 PM,117.0
160,68,1/1/23,10:07:32 PM,117.0
161,69,1/1/23,10:12:13 PM,101.0
162,70,1/2/23,11:38:51 AM,127.0
163,70,1/2/23,11:38:51 AM,121.0
164,71,1/2/23,11:40:50 AM,106.0
165,72,1/2/23,11:57:25 AM,131.0
166,73,1/2/23,11:58:56 AM,106.0
167,74,1/2/23,12:01:12 PM,124.0
168,74,1/2/23,12:01:12 PM,129.0
169,74,1/2/23,12:01:12 PM,130.0
170,74,1/2/23,12:01:12 PM,123.0
171,75,1/2/23,12:10:15 PM,117.0
172,75,1/2/23,12:10:15 PM,128.0
173,75,1/2/23,12:10:15 PM,111.0
174,76,1/2/23,12:21:17 PM,107.0
175,76,1/2/23,12:21:17 PM,109.0
176,76,1/2/23,12:21:17 PM,127.0
177,76,1/2/23,12:21:17 PM,122.0
178,77,1/2/23,12:22:46 PM,101.0
179,77,1/2/23,12:22:46 PM,109.0
180,78,1/2/23,12:28:14 PM,107.0
181,78,1/2/23,12:28:14 PM,108.0
182,78,1/2/23,12:28:14 PM,125.0
183,78,1/2/23,12:28:14 PM,110.0
184,78,1/2/23,12:28:14 PM,122.0
185,78,1/2/23,12:28:14 PM,106.0
186,79,1/2/23,12:29:11 PM,110.0
187,79,1/2/23,12:29:11 PM,112.0
188,79,1/2/23,12:29:11 PM,106.0
189,80,1/2/23,12:35:38 PM,113.0
190,80,1/2/23,12:35:38 PM,106.0
191,81,1/2/23,12:40:01 PM,106.0
192,82,1/2/23,12:45:51 PM,107.0
193,82,1/2/23,12:45:51 PM,102.0
194,82,1/2/23,12:45:51 PM,122.0
195,82,1/2/23,12:45:51 PM,132.0
196,83,1/2/23,12:53:27 PM,105.0
197,84,1/2/23,1:13:41 PM,113.0
198,85,1/2/23,1:34:49 PM,108.0
199,85,1/2/23,1:34:49 PM,108.0
200,85,1/2/23,1:34:49 PM,117.0
201,85,1/2/23,1:34:49 PM,114.0
202,86,1/2/23,1:40:31 PM,109.0
203,87,1/2/23,2:01:02 PM,110.0
204,87,1/2/23,2:01:02 PM,129.0
205,87,1/2/23,2:01:02 PM,123.0
206,87,1/2/23,2:01:02 PM,123.0
207,88,1/2/23,2:10:08 PM,124.0
208,89,1/2/23,2:30:19 PM,121.0
209,89,1/2/23,2:30:19 PM,106.0
210,90,1/2/23,3:08:48 PM,120.0
211,90,1/2/23,3:08:48 PM,106.0
212,91,1/2/23,3:14:43 PM,101.0
213,91,1/2/23,3:14:43 PM,104.0
214,91,1/2/23,3:14:43 PM,113.0
215,92,1/2/23,3:17:02 PM,101.0
216,92,1/2/23,3:17:02 PM,117.0
217,92,1/2/23,3:17:02 PM,117.0
218,92,1/2/23,3:17:02 PM,127.0
219,92,1/2/23,3:17:02 PM,113.0
220,92,1/2/23,3:17:02 PM,118.0
221,92,1/2/23,3:17:02 PM,131.0
222,92,1/2/23,3:17:02 PM,123.0
223,92,1/2/23,3:17:02 PM,114.0
224,93,1/2/23,3:29:31 PM,120.0
225,94,1/2/23,4:17:16 PM,110.0
226,94,1/2/23,4:17:16 PM,105.0
227,95,1/2/23,4:18:04 PM,111.0
228,95,1/2/23,4:18:04 PM,118.0
229,96,1/2/23,4:21:20 PM,111.0
230,97,1/2/23,4:45:33 PM,107.0
231,98,1/2/23,5:18:18 PM,108.0
232,98,1/2/23,5:18:18 PM,111.0
233,99,1/2/23,5:45:42 PM,117.0
234,100,1/2/23,5:46:17 PM,109.0
235,101,1/2/23,5:51:33 PM,102.0
236,101,1/2/23,5:51:33 PM,113.0
237,101,1/2/23,5:51:33 PM,121.0
238,101,1/2/23,5:51:33 PM,122.0
239,102,1/2/23,5:54:04 PM,101.0
240,102,1/2/23,5:54:04 PM,119.0
241,103,1/2/23,6:02:09 PM,123.0
242,104,1/2/23,6:02:12 PM,101.0
243,104,1/2/23,6:02:12 PM,103.0
244,104,1/2/23,6:02:12 PM,127.0
245,104,1/2/23,6:02:12 PM,132.0
246,105,1/2/23,6:12:01 PM,109.0
247,105,1/2/23,6:12:01 PM,113.0
248,105,1/2/23,6:12:01 PM,119.0
249,106,1/2/23,6:12:13 PM,129.0
250,106,1/2/23,6:12:13 PM,122.0
251,107,1/2/23,6:25:09 PM,102.0
252,107,1/2/23,6:25:09 PM,117.0
253,107,1/2/23,6:25:09 PM,122.0
254,107,1/2/23,6:25:09 PM,132.0
255,108,1/2/23,6:25:25 PM,108.0
256,108,1/2/23,6:25:25 PM,109.0
257,108,1/2/23,6:25:25 PM,123.0
258,109,1/2/23,6:27:50 PM,110.0
259,109,1/2/23,6:27:50 PM,117.0
260,109,1/2/23,6:27:50 PM,113.0
261,109,1/2/23,6:27:50 PM,119.0
262,110,1/2/23,6:36:19 PM,107.0
263,110,1/2/23,6:36:19 PM,111.0
264,110,1/2/23,6:36:19 PM,121.0
265,110,1/2/23,6:36:19 PM,122.0
266,111,1/2/23,6:38:01 PM,102.0
267,111,1/2/23,6:38:01 PM,124.0
268,111,1/2/23,6:38:01 PM,113.0
269,111,1/2/23,6:38:01 PM,130.0
270,112,1/2/23,6:41:40 PM,113.0
271,113,1/2/23,6:50:21 PM,102.0
272,113,1/2/23,6:50:21 PM,129.0
273,113,1/2/23,6:50:21 PM,105.0
274,114,1/2/23,6:59:32 PM,113.0
275,114,1/2/23,6:59:32 PM,120.0
276,115,1/2/23,7:05:17 PM,107.0
277,115,1/2/23,7:05:17 PM,111.0
278,115,1/2/23,7:05:17 PM,106.0
279,116,1/2/23,7:18:49 PM,124.0
280,117,1/2/23,7:23:02 PM,118.0
281,117,1/2/23,7:23:02 PM,120.0
282,118,1/2/23,7:26:59 PM,119.0
283,118,1/2/23,7:26:59 PM,131.0
284,119,1/2/23,7:32:29 PM,125.0
285,120,1/2/23,7:35:07 PM,108.0
286,120,1/2/23,7:35:07 PM,109.0
287,120,1/2/23,7:35:07 PM,131.0
288,121,1/2/23,7:38:48 PM,101.0
289,121,1/2/23,7:38:48 PM,125.0
290,121,1/2/23,7:38:48 PM,120.0
291,121,1/2/23,7:38:48 PM,105.0
292,122,1/2/23,7:50:19 PM,117.0
293,123,1/2/23,8:12:09 PM,110.0
294,124,1/2/23,8:12:34 PM,101.0
295,124,1/2/23,8:12:34 PM,120.0
296,124,1/2/23,8:12:34 PM,122.0
297,124,1/2/23,8:12:34 PM,114.0
298,125,1/2/23,8:31:06 PM,0.0
299,126,1/2/23,8:53:42 PM,132.0
300,127,1/2/23,8:58:23 PM,113.0
301,128,1/2/23,9:05:06 PM,122.0
302,129,1/2/23,9:13:02 PM,107.0
303,129,1/2/23,9:13:02 PM,114.0
304,130,1/2/23,9:14:55 PM,109.0
305,130,1/2/23,9:14:55 PM,110.0
306,130,1/2/23,9:14:55 PM,129.0
307,130,1/2/23,9:14:55 PM,105.0
308,131,1/2/23,9:33:10 PM,104.0
309,131,1/2/23,9:33:10 PM,124.0
310,131,1/2/23,9:33:10 PM,126.0
311,131,1/2/23,9:33:10 PM,123.0
312,132,1/2/23,9:42:45 PM,113.0
313,133,1/2/23,10:00:17 PM,101.0
314,133,1/2/23,10:00:17 PM,109.0
315,133,1/2/23,10:00:17 PM,114.0
316,134,1/2/23,10:13:24 PM,107.0
317,134,1/2/23,10:13:24 PM,105.0
318,134,1/2/23,10:13:24 PM,123.0
319,135,1/2/23,10:29:34 PM,132.0
320,136,1/2/23,10:32:49 PM,124.0
321,136,1/2/23,10:32:49 PM,118.0
322,137,1/3/23,11:34:10 AM,128.0
323,137,1/3/23,11:34:10 AM,113.0
324,137,1/3/23,11:34:10 AM,122.0
325,138,1/3/23,11:44:50 AM,102.0
326,138,1/3/23,11:44:50 AM,125.0
327,138,1/3/23,11:44:50 AM,127.0
328,138,1/3/23,11:44:50 AM,120.0
329,139,1/3/23,11:57:39 AM,124.0
330,140,1/3/23,12:26:44 PM,119.0
331,140,1/3/23,12:26:44 PM,132.0
332,141,1/3/23,1:16:01 PM,108.0
333,142,1/3/23,1:33:59 PM,126.0
334,143,1/3/23,1:41:36 PM,102.0
335,143,1/3/23,1:41:36 PM,108.0
336,143,1/3/23,1:41:36 PM,109.0
337,143,1/3/23,1:41:36 PM,129.0
338,143,1/3/23,1:41:36 PM,113.0
339,143,1/3/23,1:41:36 PM,119.0
340,143,1/3/23,1:41:36 PM,106.0
341,143,1/3/23,1:41:36 PM,132.0
342,144,1/3/23,1:44:28 PM,101.0
343,144,1/3/23,1:44:28 PM,107.0
344,144,1/3/23,1:44:28 PM,102.0
345,144,1/3/23,1:44:28 PM,104.0
346,144,1/3/23,1:44:28 PM,124.0
347,144,1/3/23,1:44:28 PM,125.0
348,144,1/3/23,1:44:28 PM,112.0
349,144,1/3/23,1:44:28 PM,105.0
350,144,1/3/23,1:44:28 PM,105.0
351,144,1/3/23,1:44:28 PM,122.0
352,144,1/3/23,1:44:28 PM,106.0
353,144,1/3/23,1:44:28 PM,132.0
354,145,1/3/23,1:53:48 PM,114.0
355,146,1/3/23,2:22:10 PM,102.0
356,146,1/3/23,2:22:10 PM,125.0
357,146,1/3/23,2:22:10 PM,109.0
358,147,1/3/23,2:32:51 PM,0.0
359,148,1/3/23,2:40:42 PM,128.0
360,149,1/3/23,2:48:45 PM,131.0
361,150,1/3/23,2:49:58 PM,113.0
362,151,1/3/23,3:09:34 PM,105.0
363,151,1/3/23,3:09:34 PM,123.0
364,152,1/3/23,3:09:42 PM,109.0
365,152,1/3/23,3:09:42 PM,131.0
366,152,1/3/23,3:09:42 PM,106.0
367,152,1/3/23,3:09:42 PM,114.0
368,153,1/3/23,3:16:34 PM,129.0
369,154,1/3/23,3:22:43 PM,119.0
370,155,1/3/23,3:28:59 PM,104.0
371,155,1/3/23,3:28:59 PM,111.0
372,155,1/3/23,3:28:59 PM,113.0
373,155,1/3/23,3:28:59 PM,118.0
374,156,1/3/23,3:42:19 PM,111.0
375,156,1/3/23,3:42:19 PM,106.0
376,157,1/3/23,3:43:03 PM,117.0
377,157,1/3/23,3:43:03 PM,128.0
378,157,1/3/23,3:43:03 PM,120.0
379,157,1/3/23,3:43:03 PM,130.0
380,158,1/3/23,3:54:30 PM,127.0
381,158,1/3/23,3:54:30 PM,106.0
382,159,1/3/23,3:59:22 PM,125.0
383,159,1/3/23,3:59:22 PM,106.0
384,160,1/3/23,4:35:33 PM,108.0
385,161,1/3/23,4:43:46 PM,109.0
386,161,1/3/23,4:43:46 PM,122.0
387,161,1/3/23,4:43:46 PM,0.0
388,162,1/3/23,4:51:22 PM,107.0
389,163,1/3/23,4:54:54 PM,109.0
390,163,1/3/23,4:54:54 PM,113.0
391,163,1/3/23,4:54:54 PM,114.0
392,164,1/3/23,4:56:33 PM,102.0
393,164,1/3/23,4:56:33 PM,113.0
394,165,1/3/23,4:57:37 PM,119.0
395,166,1/3/23,4:58:51 PM,119.0
396,167,1/3/23,5:00:49 PM,101.0
397,167,1/3/23,5:00:49 PM,117.0
398,167,1/3/23,5:00:49 PM,113.0
399,168,1/3/23,5:02:27 PM,107.0
400,168,1/3/23,5:02:27 PM,132.0
401,169,1/3/23,5:15:48 PM,125.0
402,169,1/3/23,5:15:48 PM,110.0
403,169,1/3/23,5:15:48 PM,120.0
404,170,1/3/23,5:21:31 PM,109.0
405,171,1/3/23,5:23:03 PM,111.0
406,172,1/3/23,5:29:24 PM,111.0
407,172,1/3/23,5:29:24 PM,123.0
408,172,1/3/23,5:29:24 PM,106.0
409,173,1/3/23,5:35:30 PM,102.0
410,173,1/3/23,5:35:30 PM,108.0
411,173,1/3/23,5:35:30 PM,132.0
412,174,1/3/23,5:37:49 PM,107.0
413,174,1/3/23,5:37:49 PM,102.0
414,174,1/3/23,5:37:49 PM,102.0
415,174,1/3/23,5:37:49 PM,110.0
416,175,1/3/23,5:50:51 PM,117.0
417,176,1/3/23,5:51:57 PM,102.0
418,176,1/3/23,5:51:57 PM,118.0
419,177,1/3/23,5:54:36 PM,111.0
420,177,1/3/23,5:54:36 PM,106.0
421,178,1/3/23,6:15:03 PM,118.0
422,179,1/3/23,6:20:14 PM,109.0
423,179,1/3/23,6:20:14 PM,120.0
424,179,1/3/23,6:20:14 PM,132.0
425,180,1/3/23,6:33:34 PM,108.0
426,180,1/3/23,6:33:34 PM,119.0
427,181,1/3/23,6:49:32 PM,129.0
428,182,1/3/23,6:50:10 PM,115.0
429,182,1/3/23,6:50:10 PM,118.0
430,183,1/3/23,6:54:55 PM,111.0
431,183,1/3/23,6:54:55 PM,130.0
432,183,1/3/23,6:54:55 PM,130.0
433,184,1/3/23,6:59:05 PM,109.0
434,185,1/3/23,7:08:33 PM,120.0
435,185,1/3/23,7:08:33 PM,130.0
436,186,1/3/23,7:36:00 PM,129.0
437,186,1/3/23,7:36:00 PM,105.0
438,186,1/3/23,7:36:00 PM,130.0
439,186,1/3/23,7:36:00 PM,106.0
440,187,1/3/23,7:37:12 PM,124.0
441,187,1/3/23,7:37:12 PM,130.0
442,188,1/3/23,8:08:39 PM,124.0
443,188,1/3/23,8:08:39 PM,113.0
444,188,1/3/23,8:08:39 PM,118.0
445,189,1/3/23,8:12:14 PM,107.0
446,189,1/3/23,8:12:14 PM,106.0
447,190,1/3/23,8:14:23 PM,101.0
448,190,1/3/23,8:14:23 PM,125.0
449,190,1/3/23,8:14:23 PM,112.0
450,190,1/3/23,8:14:23 PM,119.0
451,191,1/3/23,8:24:50 PM,102.0
452,191,1/3/23,8:24:50 PM,103.0
453,192,1/3/23,8:30:08 PM,120.0
454,192,1/3/23,8:30:08 PM,105.0
455,193,1/3/23,8:55:47 PM,107.0
456,193,1/3/23,8:55:47 PM,102.0
457,193,1/3/23,8:55:47 PM,103.0
458,194,1/3/23,9:21:24 PM,101.0
459,195,1/3/23,9:25:20 PM,101.0
460,196,1/3/23,9:40:14 PM,120.0
461,196,1/3/23,9:40:14 PM,122.0
462,196,1/3/23,9:40:14 PM,132.0
463,197,1/3/23,9:47:48 PM,125.0
464,197,1/3/23,9:47:48 PM,110.0
465,197,1/3/23,9:47:48 PM,127.0
466,197,1/3/23,9:47:48 PM,121.0
467,198,1/3/23,9:55:42 PM,107.0
468,198,1/3/23,9:55:42 PM,103.0
469,199,1/3/23,10:10:38 PM,103.0
470,200,1/3/23,10:24:05 PM,0.0
471,201,1/3/23,10:29:59 PM,116.0
472,201,1/3/23,10:29:59 PM,104.0
473,201,1/3/23,10:29:59 PM,117.0
474,201,1/3/23,10:29:59 PM,0.0
475,202,1/3/23,10:50:29 PM,102.0
476,203,1/4/23,11:30:48 AM,102.0
477,203,1/4/23,11:30:48 AM,127.0
478,203,1/4/23,11:30:48 AM,112.0
479,203,1/4/23,11:30:48 AM,114.0
480,204,1/4/23,11:36:25 AM,122.0
481,205,1/4/23,11:43:54 AM,102.0
482,205,1/4/23,11:43:54 AM,103.0
483,205,1/4/23,11:43:54 AM,119.0
484,206,1/4/23,11:45:10 AM,111.0
485,206,1/4/23,11:45:10 AM,113.0
486,206,1/4/23,11:45:10 AM,122.0
487,207,1/4/23,12:03:58 PM,122.0
488,208,1/4/23,12:12:05 PM,101.0
489,208,1/4/23,12:12:05 PM,101.0
490,208,1/4/23,12:12:05 PM,103.0
491,208,1/4/23,12:12:05 PM,113.0
492,208,1/4/23,12:12:05 PM,114.0
493,209,1/4/23,12:29:17 PM,102.0
494,210,1/4/23,12:34:13 PM,131.0
495,211,1/4/23,12:54:20 PM,113.0
496,212,1/4/23,1:16:03 PM,110.0
497,213,1/4/23,1:20:39 PM,125.0
498,214,1/4/23,1:39:16 PM,110.0
499,214,1/4/23,1:39:16 PM,117.0
500,214,1/4/23,1:39:16 PM,129.0
501,214,1/4/23,1:39:16 PM,130.0
502,215,1/4/23,1:44:49 PM,126.0
503,216,1/4/23,2:31:56 PM,101.0
504,216,1/4/23,2:31:56 PM,124.0
505,216,1/4/23,2:31:56 PM,109.0
506,217,1/4/23,2:35:03 PM,108.0
507,217,1/4/23,2:35:03 PM,131.0
508,218,1/4/23,2:35:11 PM,122.0
509,219,1/4/23,2:42:01 PM,101.0
510,219,1/4/23,2:42:01 PM,124.0
511,219,1/4/23,2:42:01 PM,118.0
512,219,1/4/23,2:42:01 PM,131.0
513,220,1/4/23,3:31:59 PM,109.0
514,220,1/4/23,3:31:59 PM,110.0
515,220,1/4/23,3:31:59 PM,111.0
516,220,1/4/23,3:31:59 PM,122.0
517,221,1/4/23,3:33:18 PM,124.0
518,221,1/4/23,3:33:18 PM,119.0
519,221,1/4/23,3:33:18 PM,114.0
520,222,1/4/23,3:46:38 PM,125.0
521,222,1/4/23,3:46:38 PM,120.0
522,223,1/4/23,4:08:20 PM,112.0
523,224,1/4/23,4:39:58 PM,103.0
524,224,1/4/23,4:39:58 PM,117.0
525,224,1/4/23,4:39:58 PM,111.0
526,224,1/4/23,4:39:58 PM,106.0
527,225,1/4/23,4:41:48 PM,101.0
528,225,1/4/23,4:41:48 PM,101.0
529,225,1/4/23,4:41:48 PM,105.0
530,226,1/4/23,4:59:39 PM,108.0
531,227,1/4/23,5:24:39 PM,101.0
532,227,1/4/23,5:24:39 PM,114.0
533,228,1/4/23,5:31:24 PM,127.0
534,229,1/4/23,5:37:57 PM,127.0
535,229,1/4/23,5:37:57 PM,119.0
536,229,1/4/23,5:37:57 PM,130.0
537,230,1/4/23,5:58:38 PM,106.0
538,231,1/4/23,6:04:18 PM,102.0
539,231,1/4/23,6:04:18 PM,111.0
540,231,1/4/23,6:04:18 PM,119.0
541,232,1/4/23,6:21:59 PM,101.0
542,232,1/4/23,6:21:59 PM,123.0
543,233,1/4/23,6:26:51 PM,131.0
544,234,1/4/23,6:36:09 PM,103.0
545,234,1/4/23,6:36:09 PM,117.0
546,234,1/4/23,6:36:09 PM,111.0
547,235,1/4/23,6:51:30 PM,102.0
548,236,1/4/23,7:21:04 PM,108.0
549,236,1/4/23,7:21:04 PM,126.0
550,237,1/4/23,7:27:48 PM,126.0
551,238,1/4/23,7:45:15 PM,130.0
552,239,1/4/23,7:57:52 PM,117.0
553,239,1/4/23,7:57:52 PM,106.0
554,240,1/4/23,8:10:24 PM,125.0
555,241,1/4/23,8:11:25 PM,120.0
556,241,1/4/23,8:11:25 PM,123.0
557,242,1/4/23,8:15:29 PM,116.0
558,242,1/4/23,8:15:29 PM,106.0
559,242,1/4/23,8:15:29 PM,132.0
560,243,1/4/23,8:26:17 PM,108.0
561,243,1/4/23,8:26:17 PM,123.0
562,244,1/4/23,8:26:22 PM,117.0
563,244,1/4/23,8:26:22 PM,122.0
564,245,1/4/23,8:28:41 PM,101.0
565,245,1/4/23,8:28:41 PM,104.0
566,246,1/4/23,8:30:48 PM,103.0
567,246,1/4/23,8:30:48 PM,113.0
568,247,1/4/23,8:55:29 PM,109.0
569,247,1/4/23,8:55:29 PM,120.0
570,247,1/4/23,8:55:29 PM,123.0
571,248,1/4/23,8:58:19 PM,109.0
572,248,1/4/23,8:58:19 PM,106.0
573,249,1/4/23,9:06:16 PM,101.0
574,249,1/4/23,9:06:16 PM,116.0
575,250,1/4/23,9:07:05 PM,125.0
576,251,1/4/23,9:10:05 PM,129.0
577,252,1/4/23,10:13:15 PM,119.0
578,253,1/4/23,10:16:18 PM,115.0
579,254,1/4/23,10:22:13 PM,101.0
580,254,1/4/23,10:22:13 PM,115.0
581,254,1/4/23,10:22:13 PM,124.0
582,255,1/5/23,11:23:35 AM,124.0
583,255,1/5/23,11:23:35 AM,126.0
584,255,1/5/23,11:23:35 AM,109.0
585,255,1/5/23,11:23:35 AM,131.0
586,256,1/5/23,11:56:06 AM,112.0
587,257,1/5/23,11:59:04 AM,102.0
588,257,1/5/23,11:59:04 AM,103.0
589,258,1/5/23,11:59:23 AM,108.0
590,259,1/5/23,12:04:25 PM,113.0
591,260,1/5/23,12:06:27 PM,124.0
592,260,1/5/23,12:06:27 PM,114.0
593,261,1/5/23,12:38:29 PM,115.0
594,262,1/5/23,12:42:01 PM,102.0
595,263,1/5/23,12:57:22 PM,130.0
596,264,1/5/23,1:03:59 PM,129.0
597,265,1/5/23,1:04:42 PM,103.0
598,265,1/5/23,1:04:42 PM,129.0
599,265,1/5/23,1:04:42 PM,120.0
600,265,1/5/23,1:04:42 PM,122.0
601,266,1/5/23,1:09:29 PM,118.0
602,267,1/5/23,1:37:50 PM,125.0
603,267,1/5/23,1:37:50 PM,128.0
604,267,1/5/23,1:37:50 PM,111.0
605,268,1/5/23,1:40:46 PM,117.0
606,268,1/5/23,1:40:46 PM,113.0
